name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds
Timeless Dragon,AMH2,9,,,,,Card,art_series,82e4b149-771f-5b09-8572-13a15c2429d6,dc39de2b-a85f-5fc8-8212-f88f1440684e
Unbounded Potential,AMH2,10,,,,,Card,art_series,011ef18d-884e-5b06-8001-dea68dbf6881,50962a09-ad97-52c5-87a6-7452ceb855a2
Aeromoeba,AMH2,11,,,,,Card,art_series,e89d4423-3ae1-5490-971a-6b420cf96f2b,301f77b0-ce32-5fb7-8c80-2931f9c2a311
Dress Down,AMH2,12,,,,,Card,art_series,0fa0e3d3-58be-52f1-92a9-eb9723a13153,ae3e31a4-0793-5c5a-855b-84a3f24308c9
Junk Winder,AMH2,13,,,,,Card,art_series,fe982c1b-5997-59e3-a637-e9d933954ab1,a3ba5641-bb2e-50d4-b8c8-4f7bdfc88f3b
Lucid Dreams,AMH2,14,,,,,Card,art_series,17d8f416-213b-5fee-a542-a0ee79c9568d,5b4b0cab-f4c0-5c88-972c-984f56852841
Mental Journey,AMH2,15,,,,,Card,art_series,00b5f4e9-419a-5345-9c40-cdf486df0941,6a0e159b-b253-5398-9b0a-295a32fcd922
Mystic Redaction,AMH2,16,,,,,Card,art_series,ef5cc750-1829-5b33-aae4-35cdb9054128,07a8ce0b-a7cb-5b23-83e3-140b827f19c5
Recalibrate,AMH2,17,,,,,Card,art_series,4b1039c6-d9c2-5a6a-a4d2-957580a0f5b3,b25ecbf6-eeeb-525f-8ded-26749fc7c530
Rise and Shine,AMH2,18,,,,,Card,art_series,cc7c1221-db54-56b2-a720-b6260aa5e432,b5ebc106-2958-57eb-b88b-6f275d1d1c4f
Shattered Ego,AMH2,19,,,,,Card,art_series,fc6310e9-013d-534c-a637-6f1344e9753a,c7052fe9-cd93-5e44-a52b-a280e10fba5a
Murktide Regent,AMH2,20,,,,,Card,art_series,29e62881-a52b-5dac-a0da-57c56f24252e,8b1254f9-f205-58fa-9d22-fa6ae4189cf3
Step Through,AMH2,21,,,,,Card,art_series,48e9bd90-2496-5583-9e55-08a8d89f553e,891102d2-3ecd-55e1-981f-06bcd95ad2e2
Subtlety,AMH2,22,,,,,Card,art_series,39e95f99-7a2f-57e9-9062-f2545b374c16,14d75eaf-a17e-5533-bd6e-7f244ca81f6f
Suspend,AMH2,23,,,,,Card,art_series,e4260dcb-9687-5fe4-8804-58368bbb4fbc,ba4c0260-b00a-57b9-a00d-402c3bbc050a
Svyelun of Sea and Sky,AMH2,24,,,,,Card,art_series,7fe4fef9-b36a-5f64-b2f1-3718b45fdb0f,56b33bea-afe0-527e-9810-0c27c2681c88
Archfiend of Sorrows,AMH2,26,,,,,Card,art_series,a64a06fc-3986-5d02-b0a3-5ec4664e8168,63aa55e5-0fde-506b-9bd9-477fc5c332cd
Bone Shards,AMH2,27,,,,,Card,art_series,2adb5b8c-fbc3-5505-9894-d9c6a5dc4199,a5b07ce4-a39a-5a86-a5e6-302e1c7003e8
Damn,AMH2,28,,,,,Card,art_series,394a9975-fd58-5e56-b503-3b44ad0c84d9,99c36e28-a959-5d86-8974-af4b4957d316
Flay Essence,AMH2,29,,,,,Card,art_series,3e41e9de-6e08-5e21-9c67-428df1428b35,12d69867-b382-5dcd-8b3a-b7579e2a08f2
Grief,AMH2,30,,,,,Card,art_series,50b9287c-e1f8-5ca1-9dd1-a690acad5edd,9d90ebe8-f8b5-5940-a7a4-8e3696695fa7
Necrogoyf,AMH2,31,,,,,Card,art_series,99d47e2c-f38d-5bef-a102-7ca24b9517b7,b2dd4070-6dc0-572a-a546-b080caf0cd56
Nested Shambler,AMH2,32,,,,,Card,art_series,b32a6b70-e4a6-5378-be45-52fa78add2a1,e4785a9e-8c0f-5fe6-8048-1632c8d60ea3
Radiant Epicure,AMH2,33,,,,,Card,art_series,b16afd59-a8f4-5d57-8160-9ed86f60d173,d3cb4e7c-080f-5e4b-b0d6-af46c80286ec
Chef's Kiss,AMH2,34,,,,,Card,art_series,89ce0686-8935-5f3c-80ef-c10a4899620e,3b1f7eb9-4f51-52fc-aadd-78d1bd0a2604
Dragon's Rage Channeler,AMH2,35,,,,,Card,art_series,b612a5c8-b931-5775-8ea4-c84f3d40d369,d15b3a1c-cf72-589c-acdf-fb418fd0acb7
Strike It Rich,AMH2,36,,,,,Card,art_series,58591f99-28bd-5793-a66f-889d9ee08a68,b901cda3-df5e-5726-9f2e-35e0e20226f2
Abundant Harvest,AMH2,37,,,,,Card,art_series,ee76c92e-374a-57e3-bd20-24ef34edbfe6,9f39d521-6ae6-50cd-b667-28b9e58f6346
Gaea's Will,AMH2,38,,,,,Card,art_series,e2ffaf57-e5f1-50da-bcb6-01c2880a63dc,3492b9bd-bdc2-5129-977e-49d2999853ed
Glimmer Bairn,AMH2,39,,,,,Card,art_series,b92948d9-a03b-5ef8-8e6b-86229f5e4870,9fdce5bd-b1c6-59f0-ab94-7f164c8e8b23
Scurry Oak,AMH2,40,,,,,Card,art_series,a0d58cb7-e61e-5768-8887-854939e8a35f,4a049269-8bfe-557c-9468-ea111daa65bc
"Thrasta, Tempest's Roar",AMH2,41,,,,,Card,art_series,c6ec0d00-fa82-5463-8985-55f3e2106738,cff437ef-aafd-5033-bcc2-6368638f651a
"Titania, Protector of Argoth",AMH2,43,,,,,Card,art_series,aa2b90a8-e1c3-53e9-be5f-da443e899b7b,305bafb5-dc41-5d0f-9633-3cce1c462edf
Arcus Acolyte,AMH2,44,,,,,Card,art_series,3c551e4d-e12b-53f5-a717-fef77f9f7953,c2ef67e5-c8d6-5138-99d6-323f21e41ddd
Asmoranomardicadaistinaculdacar,AMH2,45,,,,,Card,art_series,3598f4ba-f263-5e3d-8850-944d69643739,94d52e35-5abc-5cc3-aae6-4ce344126eb5
Captured by Lagacs,AMH2,46,,,,,Card,art_series,bbe3c957-f8e4-58b4-b35f-39133e6e2e1c,f8be55a7-463b-589b-a48d-5679b184b03b
Carth the Lion,AMH2,47,,,,,Card,art_series,0d22da26-c5f5-590c-b403-8f658986a2ba,b836b88d-534e-5561-91ec-6aaab6ae7532
"Dakkon, Shadow Slayer",AMH2,48,,,,,Card,art_series,97b5f372-d0cb-56bf-939d-328d7a14e32a,b79f9da3-c021-5fc1-886c-a34d6a4cfd98
Ethersworn Sphinx,AMH2,50,,,,,Card,art_series,412a5f2d-f108-5bff-a908-c1af76c2d4d9,bd4253b2-f42a-55ba-a154-f43b39eefa21
Garth One-Eye,AMH2,51,,,,,Card,art_series,01b67fbc-f680-5a80-b018-73997e711f08,0afd7884-6066-5484-8c1d-cd572ba65821
General Ferrous Rokiric,AMH2,52,,,,,Card,art_series,f83d2f83-2062-54d2-8862-8a7d343b0668,6295c8c3-17c6-5708-ba82-f7ba963c1df0
Geyadrone Dihada,AMH2,53,,,,,Card,art_series,ac0c500c-79b5-5087-86ad-cfe44bc65950,88c328ee-2d63-5860-a804-8dafc90c6a52
"Grist, the Hunger Tide",AMH2,55,,,,,Card,art_series,493e5336-8306-50d6-a2c9-e11606c01cbb,5cceb72b-173d-5d43-8db8-1f4f658e13f6
"Lonis, Cryptozoologist",AMH2,57,,,,,Card,art_series,495e5fcd-64a4-593a-962c-e88a73941e8a,56db5e1b-171b-5354-bb57-10ce81e69671
"Piru, the Volatile",AMH2,58,,,,,Card,art_series,ddac7546-c681-59c3-9d40-d0701534ab1e,14cf801f-90b6-506c-ad49-47e3fce90c0a
"Sythis, Harvest's Hand",AMH2,59,,,,,Card,art_series,62118980-b180-5006-80c4-cdc91d1ca44a,e3b480fe-e63e-5af7-bd02-da93b5e9d87e
"Yusri, Fortune's Flame",AMH2,60,,,,,Card,art_series,37cb7982-677a-5f17-bf05-17ff59ee2da3,04f3fbcb-0d44-5d70-9547-4968d8106506
Kaldra Compleat,AMH2,61,,,,,Card,art_series,df6747e2-5b16-5f31-9129-7533ac5e3d7d,be7969d7-ef46-500c-a40e-19cca8132796
Scion of Draco,AMH2,62,,,,,Card,art_series,c21721b8-899d-5216-a0cc-5ccc99e0e8a3,373f5225-9f2f-5e24-9fdc-a20c087d9661
Sojourner's Companion,AMH2,63,,,,,Card,art_series,252836be-f5aa-5564-bc76-53ec231784ec,e802013e-ada7-5123-aff6-6d9efec397e2
Sword of Hearth and Home,AMH2,64,,,,,Card,art_series,52ca018d-b397-5e4e-899f-72dec1b28e07,56240c69-8e53-5cf9-b5bb-a3dae5d70241
"Zabaz, the Glimmerwasp",AMH2,65,,,,,Card,art_series,190928f2-7257-5252-b51a-9df4f19b7655,491446c8-bc51-50d1-b2b3-a66c11ad8c75
"Yavimaya, Cradle of Growth",AMH2,66,,,,,Card,art_series,6ade5a4a-b3a1-5a7f-bc2a-b6b87d4a8f20,034ad952-166a-56f4-b97b-9d113c913471
"Chatterfang, Squirrel General",AMH2,67,,,,,Card,art_series,048ee342-c560-5ded-8aee-ce9e5e84b11c,0bfe0f4e-edbd-5afb-a234-36feb3d29100
Chatterstorm,AMH2,69,,,,,Card,art_series,9b54cc27-2535-52c6-9a6d-b68e065dc5ab,b27caf20-dcbb-55f6-ba1a-fa7e8652e604
Squirrel Sanctuary,AMH2,70,,,,,Card,art_series,e05b2dca-bb18-5b21-b70b-eb185bb05029,d911bd1d-4ffd-5791-a5b0-b651dd7d25bd
Squirrel Sovereign,AMH2,71,,,,,Card,art_series,3fb7fe26-8ca8-5250-b8c5-6c4c84915324,a6d90097-43db-5681-94c0-b49e2652c3f5
Darkmoss Bridge,AMH2,72,,,,,Card,art_series,61f2d448-1bfc-5105-865e-0163200eca2e,fd8b7c6c-881b-5322-99c1-3fc915f900e1
Drossforge Bridge,AMH2,73,,,,,Card,art_series,95093ac3-f7ed-5600-aba5-35026626c13c,8c70955f-a299-5806-817e-6d31f5473a11
Goldmire Bridge,AMH2,74,,,,,Card,art_series,1c3d5504-6e93-5d91-ac06-35aa66f652fd,17270f72-b704-583e-93d7-257cf0177bc0
Mistvault Bridge,AMH2,75,,,,,Card,art_series,68b592e2-ab8d-5698-81c9-7d5a75a7a67f,8c1636d4-99f3-59df-9f72-20db120a102e
Razortide Bridge,AMH2,76,,,,,Card,art_series,c5b966f9-ec8b-511d-8b33-ebc1fa754090,78d7a27f-059b-573f-96d4-9ba7d6d3502d
Rustvale Bridge,AMH2,77,,,,,Card,art_series,98f15a02-bd55-5226-a5a9-d4db977ee707,465dd936-ce62-56c0-9310-2ce1c2457ae6
Silverbluff Bridge,AMH2,78,,,,,Card,art_series,6ae0872a-8cce-59bf-ae14-cd1076ab8b69,e9d7c15b-0122-57db-b10d-12eb01a33b60
Slagwoods Bridge,AMH2,79,,,,,Card,art_series,b9225e66-187d-5f0e-b21d-4e4508f8cea0,1e26a1ce-91a8-5125-bee5-33b4cd15f709
Tanglepool Bridge,AMH2,80,,,,,Card,art_series,3849ed4f-5980-5851-b0a6-449ff16c471e,c5073776-8a9a-53cf-835d-7d1935c9226a
Thornglint Bridge,AMH2,81,,,,,Card,art_series,4fccde52-287a-5cde-ba07-69d868e8e7ea,7e18ae76-e746-58f3-992d-d7ac74edfc16
"Arlinn, the Pack's Hope",AMID,1,,,,,Card,art_series,cc732e3e-5665-5b22-9636-7c54428e0f8c,e12adae9-a0ca-5934-906b-6a9b9740cdb1
"Arlinn, the Moon's Fury",AMID,2,,,,,Card,art_series,92c1141a-a7af-55b2-a89f-42fcc48d2eee,17df66ae-077f-5f85-827a-11cfa97e6755
"Tovolar, Dire Overlord",AMID,5,,,,,Card,art_series,1cd591dc-28fb-5fc8-bfac-f1be64cd37f4,5d7af0f5-c0e7-5062-bc52-4a09624ef368
"Tovolar, the Midnight Scourge",AMID,6,,,,,Card,art_series,02ffafbb-12db-5c4a-8876-687104e691f7,54df5648-1d81-5ba2-9da7-bf13480083e0
Wrenn and Seven,AMID,9,,,,,Card,art_series,8c277f6d-434f-5de4-957d-c07d9f01df03,8fb28c99-d73c-5f6b-9a97-b0d911ac8bb6
"Teferi, Who Slows the Sunset",AMID,10,,,,,Card,art_series,4ba54968-7a9c-53aa-ae54-231fbf3e7d0a,55bf0263-cce9-50e4-b5a2-226bece606a5
Ambitious Farmhand,AMID,11,,,,,Card,art_series,12f74f69-77fe-5a89-9cb9-b32d4e0f46b8,236da0dd-c79f-5972-a628-582ac6824592
Seasoned Cathar,AMID,12,,,,,Card,art_series,88f3a3b8-1ab8-55bd-ab2f-11a4005c9925,654baa82-9113-5ba8-8d07-229fa3df08cd
Brutal Cathar,AMID,13,,,,,Card,art_series,e21f3e61-9fc1-54ed-87c3-fc6095d52b51,5042d34e-d69c-562b-a06c-6f6ee2b01fe0
Moonrage Brute,AMID,14,,,,,Card,art_series,ee9b0d18-0327-5cae-b394-ce1a155cf14b,fbf0392e-adfb-5ec4-b143-56d2b9607c24
Candlegrove Witch,AMID,15,,,,,Card,art_series,f9064897-d881-5a5d-97c4-a27bb36cdd52,b00df2b5-edb5-5b86-ba25-5e67425357ff
Celestus Sanctifier,AMID,16,,,,,Card,art_series,52464bd1-4479-5100-aa97-dee38422e031,e990388c-38aa-5878-a9a0-661994e366fa
Hedgewitch's Mask,AMID,17,,,,,Card,art_series,9d0c7663-8ab6-5f92-9305-419c218e8dd7,d0001bc5-bfd9-5dba-8ef4-861695321775
Ritual Guardian,AMID,18,,,,,Card,art_series,eeb64d74-0863-588f-857b-2c1ce4818b7b,03242e63-5612-5a90-9050-3bdadcaeb7cf
Sigarda's Splendor,AMID,19,,,,,Card,art_series,fc400781-bebc-574b-bb89-1a7af5dc6425,ab8102c1-7f4c-50dd-ae9e-aeeafdd9109c
Sungold Sentinel,AMID,20,,,,,Card,art_series,b632da70-3590-58da-8c0e-5a7d81d6a30f,6d9ce9e2-24b2-5208-9e36-b490d0ba0cab
Delver of Secrets,AMID,21,,,,,Card,art_series,b7ef656f-65fa-5681-889e-4762dcb986ee,c292523c-bf7d-51a3-bb62-556f3a3dd280
Insectile Aberration,AMID,22,,,,,Card,art_series,ed6cb354-86fa-5467-b772-6287108ee182,f81ff31f-1418-5ec1-bebc-4bddd1d4a911
Fading Hope,AMID,23,,,,,Card,art_series,b66d56b2-0853-5dc3-b3f8-ff4dcbda7535,90e7d6d8-b38c-5c42-8069-576d4d97057c
Larder Zombie,AMID,24,,,,,Card,art_series,4d0ceaa1-a902-5eaf-a1bc-15add7f4a03d,48b4194b-4972-593b-9654-1ca7f3e8360a
"Lier, Disciple of the Drowned",AMID,25,,,,,Card,art_series,1592cd40-89e8-519a-a05b-78a953a66006,ca80501b-dc86-5aa8-b8c2-98a9cc7b43b5
Locked in the Cemetery,AMID,26,,,,,Card,art_series,6a023ce2-8972-53e9-8cc4-0ead6d4cb8cd,2be78721-7891-5af9-a1c6-ef43cdf08fc3
Nebelgast Intruder,AMID,27,,,,,Card,art_series,e002e05e-fb66-5969-8191-79378511a6ff,fc8967b6-c33f-5383-889e-6531fa2d8f26
Patrician Geist,AMID,28,,,,,Card,art_series,8afd8554-7b88-512b-91be-47622a3acfb4,3781b8a4-dc58-5f9a-b216-d7e03a9f9c77
Skaab Wrangler,AMID,29,,,,,Card,art_series,95a6e9fd-0376-54ec-adcf-a90585fa8faa,68c09d24-684b-54a3-81ec-629571299c87
Spectral Adversary,AMID,30,,,,,Card,art_series,dfb00b23-6fb5-553f-981b-61a2c9f1b93c,fef5edd8-cddc-56cb-b488-d987792437c3
Unblinking Observer,AMID,31,,,,,Card,art_series,fcfa94d1-04fc-5ef5-bee3-a1296627c4c1,174fab69-feac-5f8a-849e-d4171d1a5fbd
Waildrifter,AMID,32,,,,,Card,art_series,cf512b46-39ab-545d-b39d-062bae63479c,23b7dba2-84e7-59fe-88e3-bd82cbe8d075
Arrogant Outlaw,AMID,33,,,,,Card,art_series,016d8ad1-7741-5951-8fa1-a5eb371c8ad9,8826dfe7-5cb3-59b7-b7ff-e3fec4c487ac
Creeping Inn,AMID,34,,,,,Card,art_series,93ad6aad-e6c4-5ea5-9e24-51f77947cac5,3c710cc4-2b85-5658-aedf-40e175e3afc1
"Gisa, Glorious Resurrector",AMID,35,,,,,Card,art_series,4591b53a-734b-5401-ae4c-0c96ecb12dfd,2b821dc0-8402-5d75-8b6e-3d3ee04f17f3
"Jadar, Ghoulcaller of Nephalia",AMID,36,,,,,Card,art_series,7db4cbc4-5eaf-5359-94c7-b4ae823b1c57,64980344-25ff-59eb-b0fa-e8fb409b166a
"Jerren, Corrupted Bishop",AMID,37,,,,,Card,art_series,79230276-ba07-5722-a2f0-a88cfc2799fa,0aa767dc-1eda-5f1e-b467-0ceed3f016ae
"Ormendahl, the Corrupter",AMID,38,,,,,Card,art_series,ca3cbc2f-8c15-51ff-9963-329b596fb433,2fee0876-b58d-57cb-b46b-00d580225280
Olivia's Midnight Ambush,AMID,39,,,,,Card,art_series,f3a53435-5384-5d47-9304-2b3b93f24230,36d3569e-5789-56d4-8efb-dd86c9d5c45f
Stalking Predator,AMID,40,,,,,Card,art_series,9ce81d86-e038-5590-937f-ffe25a097d79,2b1d6f77-a557-5492-b666-0e488c4c01ec
Bloodthirsty Adversary,AMID,41,,,,,Card,art_series,a7fe9d6a-0575-5ae6-9a15-c8b76abb9b81,4138789a-bea0-5889-be2d-c3e0369b99ca
Burn the Accursed,AMID,42,,,,,Card,art_series,75b4a9ee-d222-53ad-b34d-ffc947c0450c,b0785f59-d5b3-547a-ae5e-b38851654006
Light Up the Night,AMID,43,,,,,Card,art_series,e80ca676-7bde-5646-a542-7a9570eda165,12ed06bb-b2c3-5356-956f-1eb3beb9d687
Moonveil Regent,AMID,44,,,,,Card,art_series,3fd996b5-5bdf-5aeb-bdf3-d7aa89ff7fa1,c2a37a3d-61dc-5ff8-a21e-d62e610680ea
Village Reavers,AMID,45,,,,,Card,art_series,da492ac7-8e81-53a1-aea7-2fe00e88446a,ff98a5a5-535b-57a9-b86d-819c0ecbf366
Voldaren Stinger,AMID,46,,,,,Card,art_series,e878f4ee-438d-51be-8ea7-6c85fcdade9f,7aef08ab-9a54-53ed-81af-c5c060480b0a
Harvesttide Sentry,AMID,47,,,,,Card,art_series,580c69f2-b350-5478-ba04-5228e8ea8b80,493d8a95-f073-56e8-8e1e-7f4ec1d74e33
Candlelit Cavalry,AMID,48,,,,,Card,art_series,49b2a792-1a99-5173-a82c-7c22651bc3b5,bca49e7f-db5f-57a4-9ab6-f2d31d2a5458
Dawnhart Rejuvenator,AMID,49,,,,,Card,art_series,66125e38-5844-5e85-ac74-c1b972dcd853,012dc28f-cf77-5c37-8b3e-a6b40278eaa8
Dryad's Revival,AMID,50,,,,,Card,art_series,910d1d67-e693-58d0-b72c-ae6d3cacaa94,28710a23-bcf1-5fb2-b9b2-e8ee2340de2d
Duel for Dominance,AMID,51,,,,,Card,art_series,17d82ae2-998c-50e0-8d5d-edb486c51037,cbf221b5-57a8-57c6-848f-17d6704c1ae8
Primal Adversary,AMID,52,,,,,Card,art_series,1e3999dc-0c6b-57a5-9a03-4c307abc7674,84d8f4fd-0c86-5ec2-8c1d-42fc52aa5959
"Saryth, the Viper's Fang",AMID,53,,,,,Card,art_series,d49282f4-a332-5b45-aab5-470522f0168a,5b0f98dc-0714-50da-ae18-a84d68e676b3
Storm the Festival,AMID,54,,,,,Card,art_series,5cb31df7-07bf-5642-8ef6-2bd05f08f4fc,6ffae391-8ae1-5117-bcba-67f94da09fd4
Wing Shredder,AMID,55,,,,,Card,art_series,a812d268-2537-5e78-bb6d-f6ee05c2b41a,6097c93e-6245-5113-9df0-f82a208b0a62
Can't Stay Away,AMID,56,,,,,Card,art_series,0a34583e-03d0-5a2d-818e-e0e3ee9b7101,5f57efa1-6f8a-59a0-8560-e734924ccf03
Dawnhart Wardens,AMID,57,,,,,Card,art_series,4ef54a3d-9f53-5c66-8171-1c0dd886b866,124bf86c-e261-5e4d-ab6a-a4a1f9449def
"Dennick, Pious Apprentice",AMID,58,,,,,Card,art_series,dc560465-5751-5749-8f84-fe4cba8f567b,78661ecf-7d00-57a3-9688-bb0c822e408e
"Dennick, Pious Apparition",AMID,59,,,,,Card,art_series,ba982a26-f724-5844-ba66-1b429bd89f33,5f750909-ea1f-5af8-8123-d6e72d2607a5
Faithful Mending,AMID,60,,,,,Card,art_series,2cde7285-2092-51e5-b657-300b5af8ccc2,e6a1d30a-5547-5ff9-af50-cceb663442b0
Fleshtaker,AMID,61,,,,,Card,art_series,918f5c13-7318-5d5c-8646-fa335f189261,f6690359-c0b1-594d-bf2e-5500c937c6ef
"Katilda, Dawnhart Prime",AMID,62,,,,,Card,art_series,5093d8ad-492f-586e-a43d-3cc1f05db704,2898e7bb-7acb-5263-afe1-d9357f214123
"Liesa, Forgotten Archangel",AMID,63,,,,,Card,art_series,c11612ac-bf26-5d30-9b33-3fbe6086cda9,ed470b45-3690-538a-a42f-cfc16b8026bc
Lord of the Ulvenwald,AMID,64,,,,,Card,art_series,91869ad5-08ea-510c-90af-59d4c9b8424d,1de489e8-4fbd-54cf-9bf7-2e554d82379c
"Ludevic, Necrogenius",AMID,65,,,,,Card,art_series,4c485642-eee3-5a99-bafa-0ecd1d293726,c0928afd-860d-573b-bcde-80333bcd4e17
Old Stickfingers,AMID,66,,,,,Card,art_series,fa595648-fbbf-5bb3-bd6e-d02836692396,3cb3d3cc-5b0b-5694-8d07-90f831d9a840
"Rem Karolus, Stalwart Slayer",AMID,67,,,,,Card,art_series,2ed01d5d-8812-56a3-b6c1-50b696991641,f07aa693-8e03-5757-8799-3fad60f20715
"Sigarda, Champion of Light",AMID,68,,,,,Card,art_series,a7cc0c66-dca8-52da-8359-91ef2911d297,be262369-7cd8-5401-9b62-3f4cfa908294
Sunrise Cavalier,AMID,69,,,,,Card,art_series,496a7f6d-b5fd-5d77-9f83-caf1d0f9f9bd,e143be5f-575e-52ce-8a5d-57118e8a1247
Unnatural Moonrise,AMID,70,,,,,Card,art_series,4b53bb8f-3404-59f1-b675-3611378a3cee,32098993-8027-5159-9442-b9b010633814
Deserted Beach,AMID,71,,,,,Card,art_series,d6b80354-b96c-5ddb-a64a-c91bcb0dd44c,f0a98a55-21c4-562a-b683-3c9df8b21748
Haunted Ridge,AMID,73,,,,,Card,art_series,9c359e3f-8293-507f-9593-ce7c693b43fa,2f8ff9cc-0ec2-5394-9ff6-4f52b0718db5
Overgrown Farmland,AMID,74,,,,,Card,art_series,8d77cb4c-06f5-57de-8c77-4678b52c7839,6fd036e0-b1d3-51f0-bbcd-41eadddcb4a8
Shipwreck Marsh,AMID,75,,,,,Card,art_series,1980ea9c-a276-53cd-b1ea-25171fb2d47c,32fcdb7a-3663-5ce6-a91c-f2887ac28875
Untamed Pup,AMID,77,,,,,Card,art_series,6b2c8e84-fe89-53da-a70b-237bba844b81,15ff1f4b-ffb9-548e-b4b8-a3b0aebffb53
Aurelia's Vindicator,AMKM,1,,,,,Card,art_series,6c5ee712-2fe9-5beb-a856-158a11da3ddd,802043c0-9878-579d-8242-0f9efcdc1c5d
Auspicious Arrival,AMKM,2,,,,,Card,art_series,892044ea-ec1a-519d-bb27-40bc988435f2,abb7efec-c042-513d-a248-fbdca75b5cfb
Case File Auditor,AMKM,3,,,,,Card,art_series,654c7c81-3d45-5514-a240-4ffcc54a0351,fd70e406-7512-5d07-bb96-fdd29854fce0
Tenth District Hero,AMKM,4,,,,,Card,art_series,15facf48-6588-5fa8-a13b-1cec3c75fda1,6ec101ff-5d0f-5dc5-9bd7-4bfad681337d
Hotshot Investigators,AMKM,5,,,,,Card,art_series,947a2c7e-56c2-5245-a9be-57115db22a04,2b072bad-b402-5a8b-bdab-7369086ca5ab
Intrude on the Mind,AMKM,6,,,,,Card,art_series,6d461c9c-79ba-5ced-8170-90106174f875,51993501-4dc8-503f-827a-23922ed27d83
Extract a Confession,AMKM,7,,,,,Card,art_series,b2139668-bbee-5919-937e-0237881cdf5a,6c6c3f5c-eee9-5d95-9b8c-bb85f5bc0d91
Illicit Masquerade,AMKM,8,,,,,Card,art_series,35a92986-0c0b-558b-a035-b4492e4f8636,82f80313-6268-5f93-b07f-64b6658fbc58
Macabre Reconstruction,AMKM,9,,,,,Card,art_series,d2bee7c7-78bd-50b6-a074-43415bbaae06,43bd7ac2-021f-5ade-ba21-345f07b8c473
Rot Farm Mortipede,AMKM,10,,,,,Card,art_series,4567639d-f729-54ba-b58a-f5662f3e7cdf,63b4b35c-6699-585d-8ca7-19070ee8f970
Convenient Target,AMKM,11,,,,,Card,art_series,8a5b264f-5911-50c9-9ac6-e6ce8f037481,1a6e361c-ce11-5bbb-89ba-92d0228a8d28
Expedited Inheritance,AMKM,12,,,,,Card,art_series,c02c6021-3f45-5534-8aab-44dce984dc70,adced71a-8e73-5c66-aba3-b23c0bdd3c92
Axebane Ferox,AMKM,13,,,,,Card,art_series,acb61735-6bb7-5c23-9960-4a8441bf0eba,f3e64450-1128-5153-9eeb-cc6ec9c0d28c
Hedge Whisperer,AMKM,14,,,,,Card,art_series,feb86d02-92f4-5983-8a98-e054544de9cb,71a82852-4018-5e7b-adb8-105301e6a370
Loxodon Eavesdropper,AMKM,15,,,,,Card,art_series,3c9278ed-201f-5a40-875d-901373d00392,7646bd1e-c766-5fb4-af01-dd60b9889a55
Undergrowth Recon,AMKM,16,,,,,Card,art_series,827fc7cc-e25f-5ea5-af9e-b02e38425d3e,4c1ca794-edad-5186-9cfd-00ab15a5fb5f
Coerced to Kill,AMKM,17,,,,,Card,art_series,0926a85c-a8b2-57a2-a0b9-d2a1ebda2b17,4f6fb051-6983-507d-98ba-1798014cdf46
Deadly Complication,AMKM,18,,,,,Card,art_series,ba75affb-f6d2-5782-89e6-5caed4f3b9da,5d9064df-7f56-5015-abe1-56e8a4a3d277
Drag the Canal,AMKM,19,,,,,Card,art_series,32afb6c7-c872-571c-8168-dd5bcdf8a3fb,70c39c9e-4f76-5497-9c65-a1eff4331567
"Ezrim, Agency Chief",AMKM,20,,,,,Card,art_series,7f227732-0dc5-5ec1-8fa0-0b16870c7822,897ab59c-197e-5a7d-8510-d6b84fe24e58
"Niv-Mizzet, Guildpact",AMKM,21,,,,,Card,art_series,cefb4ad7-04ba-5e30-a505-62c41ff80d3c,d0f01a80-0c46-5410-8170-b26a4c54f17f
"Rakdos, Patron of Chaos",AMKM,22,,,,,Card,art_series,a7e38b24-e130-5eb3-982f-2dfcf4e04c78,6ff7b163-9dc0-57f8-86a2-2190b1a376c8
Warleader's Call,AMKM,23,,,,,Card,art_series,b0a22b96-fe77-5575-afbe-6a21a44c9ca2,eeede769-dbfe-531b-8f6b-bfcf8ff97c77
"Yarus, Roar of the Old Gods",AMKM,24,,,,,Card,art_series,09fa2342-f391-5d58-bc13-c53124bf9284,893bafdf-eed9-5afb-a7a7-39fc8dd8101b
Branch of Vitu-Ghazi,AMKM,25,,,,,Card,art_series,45ba072b-5c46-59df-8f31-3c76a0f82f17,cb1296d8-9208-51df-a9be-ba887d19f974
Raucous Theater,AMKM,26,,,,,Card,art_series,2bc50724-ba95-5978-8b73-5112f118ec40,3b80efb6-0232-53b8-b5b6-2400313506c2
Thundering Falls,AMKM,27,,,,,Card,art_series,a0836c03-3af9-5b66-880a-265bbee820aa,e3a179b0-e8a5-54f0-89d8-a8ed9445b0ce
Call a Surprise Witness,AMKM,28,,,,,Card,art_series,6258c61d-35cb-59cf-a323-99b37a8b6fb3,c1640b8b-6352-5763-be3b-4994e0ba6b61
Deduce,AMKM,29,,,,,Card,art_series,f24c8c6b-3bae-5c2e-a540-48925cbdc955,0b637f8f-220d-56b7-84b2-cf9a907ce826
Unauthorized Exit,AMKM,30,,,,,Card,art_series,ba8392df-fb30-57bd-911e-cb0d1bb02c06,8fae5766-c6a6-5d06-9c9a-da16c4d7a27d
