name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds,relatedCards
Soldier,TBRO,8,1,1,,,Token Artifact Creature — Soldier,token,435879cb-6a56-5018-990c-71480a1da759,,"{""reverseRelated"": [""Conscripted Infantry"", ""Emergency Weld"", ""Mass Production"", ""Mishra's Onslaught"", ""Myrel, Shield of Argive"", ""Platoon Dispenser"", ""Scrapwork Cohort"", ""Siege Veteran"", ""Skystrike Officer"", ""Third Path Iconoclast"", ""Urza, Planeswalker""]}"
Zombie,TBRO,11,3,3,,,Token Artifact Creature — Zombie,token,5aa6ab25-11cf-5cac-830f-9d255c06bd30,,"{""reverseRelated"": [""Ashnod, Flesh Mechanist"", ""Transmogrant Altar""]}"
"Saheeli, Filigree Master Emblem",TBRO,12,,,,Artifact creatures you control get +1/+1.\nArtifact spells you cast cost {1} less to cast.,Emblem,emblem,86fd16f7-1f35-539d-b47d-0c9d07d63850,,"{""reverseRelated"": [""Saheeli, Filigree Master""]}"
Kor Soldier,TC14,4,1,1,,,Token Creature — Kor Soldier,token,c98c00e2-87e0-5fa8-b255-b0064597c5d6,,"{""reverseRelated"": [""Conqueror's Pledge"", ""Nahiri, the Lithomancer"", ""Nomads' Assembly""]}"
Pegasus,TC14,5,1,1,,Flying,Token Creature — Pegasus,token,380aee7c-7579-5bb5-a27b-1cfdbf88700c,,"{""reverseRelated"": [""Pegasus Guardian // Rescue the Foal"", ""Pegasus Refuge"", ""Pegasus Stampede"", ""Sacred Mesa"", ""Storm Herd""]}"
Zombie,TC14,11,*,*,,,Token Creature — Zombie,token,2394b923-52ac-5677-bdd1-777134dcbf1c,,"{""reverseRelated"": [""Geralf, Visionary Stitcher"", ""Stitcher Geralf""]}"
Demon,TC14,12,*,*,,Flying,Token Creature — Demon,token,bc238d44-72c8-5163-9d81-f907013a613c,,"{""reverseRelated"": [""Promise of Power"", ""Reign of the Pit"", ""Tivash, Gloom Summoner""]}"
Horror,TC14,15,*,*,,,Token Creature — Horror,token,341c37dc-2ba1-5179-b682-ec15a944c513,,"{""reverseRelated"": [""Flesh Carver"", ""Spoils of Blood""]}"
Beast,TC14,20,4,4,,,Token Creature — Beast,token,62e0a789-7895-59d2-a239-6005380c576a,,"{""reverseRelated"": [""Baloth Cage Trap"", ""Beast Attack"", ""Combine Chrysalis"", ""Herd Baloth"", ""Hunting Pack"", ""Rampaging Baloths"", ""Shadowbeast Sighting"", ""Somberwald Beastmaster""]}"
Elf Druid,TC14,23,1,1,,{T}: Add {G}.,Token Creature — Elf Druid,token,560f5df3-44e3-5833-957b-42670f931886,,"{""reverseRelated"": [""Freyalise, Llanowar's Fury""]}"
Treefolk,TC14,25,*,*,,,Token Creature — Treefolk,token,de25859d-60a9-503d-b191-b72a4bd9eca8,,"{""reverseRelated"": [""Assemble the Entmoot"", ""Sylvan Offering""]}"
Gargoyle,TC14,27,3,4,,Flying,Token Artifact Creature — Gargoyle,token,07163036-315e-554a-bfc0-16028503d1be,,"{""reverseRelated"": [""Gargoyle Castle""]}"
Pentavite,TC14,29,1,1,,Flying,Token Artifact Creature — Pentavite,token,4b034b9d-3714-5949-a93f-bf983f74e09d,,"{""reverseRelated"": [""Pentavus""]}"
Stoneforged Blade,TC14,30,,,,Indestructible\nEquipped creature gets +5/+5 and has double strike.\nEquip {0},Token Artifact — Equipment,token,589d2a21-03bf-5371-b80d-c9b5cfe91c01,,"{""reverseRelated"": [""Nahiri, the Lithomancer""]}"
"Teferi, Temporal Archmage Emblem",TC14,34,,,,You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.,Emblem — Teferi,emblem,6bdd337a-4f24-5e7a-8c27-c81fc988ee15,,"{""reverseRelated"": [""Teferi, Temporal Archmage""]}"
Ob Nixilis of the Black Oath Emblem,TC14,35,,,,"{1}{B}, Sacrifice a creature: You gain X life and draw X cards, where X is the sacrificed creature's power.",Emblem — Nixilis,emblem,5f895769-4c30-5d4e-a7ad-51ebb7cbf63e,,"{""reverseRelated"": [""Ob Nixilis of the Black Oath""]}"
"Daretti, Scrap Savant Emblem",TC14,36,,,,"Whenever an artifact is put into your graveyard from the battlefield, return that card to the battlefield at the beginning of the next end step.",Emblem — Daretti,emblem,baa57ee1-0bea-5224-b8de-cd6c300180f2,,"{""reverseRelated"": [""Daretti, Scrap Savant""]}"
Knight,TC15,4,2,2,,First strike,Token Creature — Knight,token,a337b75a-4f15-587a-aa05-1516d552c4d5,,"{""reverseRelated"": [""Hunted Dragon""]}"
Elemental Shaman,TC15,10,3,1,,,Token Creature — Elemental Shaman,token,c02382c4-4eab-5e53-a621-8397ac2034c0,,"{""reverseRelated"": [""Hearthcage Giant"", ""Hostility"", ""Rebellion of the Flamekin""]}"
Lightning Rager,TC15,11,5,1,,"Trample, haste\nAt the beginning of the end step, sacrifice this creature.",Token Creature — Elemental,token,9468dd6c-307f-5f50-aa79-109a9ded7d9a,,"{""reverseRelated"": [""Rite of the Raging Storm""]}"
Frog Lizard,TC15,15,3,3,,,Token Creature — Frog Lizard,token,3efe4ef0-fcfb-543b-ae0c-63570dd400a0,,"{""reverseRelated"": [""Incubation // Incongruity"", ""Rapid Hybridization""]}"
Snake,TC15,17,1,1,,,Token Creature — Snake,token,f94be7b2-a19b-55a3-8df7-093c5d384f52,,"{""reverseRelated"": [""Bestial Menace"", ""Cobra Trap"", ""Endless Swarm"", ""Hooded Hydra"", ""Orochi Eggwatcher // Shidako, Broodmistress"", ""Orochi Hatchery"", ""Rite of the Serpent"", ""Seed the Land"", ""Snake Basket"", ""Snake Pit"", ""Sosuke's Summons"", ""Xyris, the Writhing Storm""]}"
Elemental,TC15,20,5,5,,Flying,Token Creature — Elemental,token,3502f9f9-3b4c-5103-9968-9a91163f0558,,"{""reverseRelated"": [""Call the Skybreaker""]}"
Snake,TC15,21,1,1,,,Token Creature — Snake,token,60cbcfc9-178d-510f-b449-f9533ca283f6,,"{""reverseRelated"": [""Patagia Viper""]}"
Spirit,TC15,22,1,1,,Flying,Token Creature — Spirit,token,b5772afa-c000-5ab4-9eff-4bd7f18856fb,,"{""reverseRelated"": [""Afterlife Insurance"", ""Beckon Apparition"", ""Debtors' Transport"", ""Ethereal Absolution"", ""Imperious Oligarch"", ""Invasion of Tolvada // The Broken Sky"", ""Kaya's Guile"", ""Kaya, Spirits' Justice"", ""Knight of Sorrows"", ""Knight of the Last Breath"", ""Ministrant of Obligation"", ""Orzhov Enforcer"", ""Orzhov Racketeers"", ""Seraph of the Scales"", ""Soul Search"", ""Syndicate Messenger"", ""Teysa, Envoy of Ghosts"", ""Teysa, Opulent Oligarch"", ""Tithe Taker""]}"
Spirit,TC15,23,*,*,,This creature's power and toughness are each equal to the number of experience counters you have.,Token Enchantment Creature — Spirit,token,63f18ec9-52eb-53f5-9a53-0e7ae8f430eb,,"{""reverseRelated"": [""Daxos the Returned""]}"
Elemental,TC16,3,4,4,,Flying,Token Creature — Elemental,token,58820708-72a1-5c66-a942-b99dd08b1e04,,"{""reverseRelated"": [""Hoofprints of the Stag""]}"
Bird,TC16,7,2,2,,Flying,Token Creature — Bird,token,8c2f12fe-e7d0-5b3a-a644-ecaa45df5f9c,,"{""reverseRelated"": [""Radagast, Wizard of Wilds"", ""Song of E\\u00e4rendil"", ""Swan Song""]}"
Squid,TC16,8,1,1,,Islandwalk (This creature can't be blocked as long as defending player controls an Island.),Token Creature — Squid,token,bfdd1275-acd2-5382-b259-1e050d43015f,,"{""reverseRelated"": [""Chasm Skulker"", ""Coral Barrier""]}"
Goblin,TC16,12,1,1,,Creatures you control attack each combat if able.,Token Creature — Goblin,token,f331e3c2-5083-5f0a-8ba1-77718fe905a4,,"{""reverseRelated"": [""Goblin Spymaster""]}"
Ogre,TC16,13,3,3,,,Token Creature — Ogre,token,4f90474a-d3c2-5f4d-95e8-94b1715d825a,,"{""reverseRelated"": [""Kazuul, Tyrant of the Cliffs""]}"
Horror,TC16,19,*,*,,,Token Artifact Creature — Horror,token,85e62787-3770-5070-aa29-28ff06cd8bf2,,"{""reverseRelated"": [""Profane Transfusion""]}"
Bat,TC17,2,1,1,,Flying,Token Creature — Bat,token,ec839858-a219-5655-9287-f662e425ea49,,"{""reverseRelated"": [""Aclazotz, Deepest Betrayal // Temple of the Dead"", ""Bat Colony"", ""Bat Whisperer"", ""Belfry Spirit"", ""Desecrated Tomb"", ""Leering Onlooker"", ""Regal Bloodlord"", ""Sanguine Evangelist"", ""Skeletal Vampire"", ""Timothar, Baron of Bats""]}"
Rat,TC17,3,1,1,,Deathtouch,Token Creature — Rat,token,89925dc1-39e0-5818-bd29-1286eeb80a97,,"{""reverseRelated"": [""Hungry Lynx""]}"
Vampire,TC17,4,1,1,,,Token Creature — Vampire,token,59362450-cc94-5dbb-ae9e-135b4307ad79,,"{""reverseRelated"": [""Edgar Markov""]}"
Dragon,TC17,7,6,6,,Flying,Token Creature — Dragon,token,cb812c4f-0b0c-5439-a5bf-4015822f1659,,"{""reverseRelated"": [""Utvara Hellkite""]}"
Cat Warrior,TC17,8,2,2,,Forestwalk,Token Creature — Cat Warrior,token,7a13db1f-523c-5b19-80e5-d4d6f0121c6b,,"{""reverseRelated"": [""Jedit Ojanen of Efrava"", ""Jedit Ojanen, Mercenary"", ""Lord Windgrace""]}"
Manifest,TC18,1,2,2,,(You can cover a face-down manifested creature with this reminder card.\nA manifested creature card can be turned face up any time for its mana cost. A face-down card can also be turned face up for its morph cost.),Creature,token,7703eba8-2d6d-562d-895a-8e175c34211b,,"{""reverseRelated"": [""Arashin War Beast"", ""Cloudform"", ""Cryptic Pursuit"", ""Ethereal Ambush"", ""Fierce Invocation"", ""Formless Nurturing"", ""Ghastly Conscription"", ""Jeskai Infiltrator"", ""Lightform"", ""Mastery of the Unseen"", ""Omarthis, Ghostfire Initiate"", ""Primordial Mist"", ""Qarsi High Priest"", ""Rageform"", ""Reality Shift"", ""Scroll of Fate"", ""Soul Summons"", ""Soul-Strike Technique"", ""Sultai Emissary"", ""Temur War Shaman"", ""Thieving Amalgam"", ""Ugin's Mastery"", ""Whisperwood Elemental"", ""Wildcall"", ""Write into Being""]}"
Mask,TC18,4,,,,"Enchant permanent\nTotem armor (If enchanted permanent would be destroyed, instead remove all damage from it and destroy this Aura.)",Token Enchantment — Aura,token,f15efe3e-beca-5f27-9dea-2923991611b4,,"{""reverseRelated"": [""Estrid, the Masked""]}"
Dragon Egg,TC18,10,0,2,,"Defender\nWhen this creature dies, create a 2/2 red Dragon creature token with flying and ""{R}: This creature gets +1/+0 until end of turn.""",Token Creature — Dragon Egg,token,158c1dbe-1ad6-553a-af66-fb2a910dd9f2,,"{""reverseRelated"": [""Dragon"", ""Nesting Dragon""]}"
Dragon,TC18,11,2,2,,Flying\n{R}: This creature gets +1/+0 until end of turn.,Token Creature — Dragon,token,cf36ee1b-6f38-559b-b3b6-bcb6f3c5bb92,,"{""reverseRelated"": [""Brood Keeper"", ""Dragon Egg"", ""Dragon Egg"", ""Nesting Dragon""]}"
Survivor,TC18,12,1,1,,,Token Creature — Survivor,token,c88aaa4b-1f7d-5177-985b-986ddc004d8a,,"{""reverseRelated"": [""Varchild's War-Riders"", ""Varchild, Betrayer of Kjeldor""]}"
Beast,TC18,14,5,5,,Trample,Token Creature — Beast,token,b80b7b2d-7d16-597e-8120-c3e44d7552ee,,"{""reverseRelated"": [""Spawning Grounds""]}"
Elemental,TC18,16,*,*,,,Token Creature — Elemental,token,7faf91b1-2607-5562-a7db-41cc0c9ac47b,,"{""reverseRelated"": [""Budoka Gardener // Dokai, Weaver of Life"", ""Dance of the Tumbleweeds"", ""Marath, Will of the Wild"", ""Seed Guardian"", ""Tumbleweed Rising""]}"
Construct,TC18,20,4,4,,,Token Artifact Creature — Construct,token,93d40dbc-6562-559f-a6cd-d3fcc38da721,,"{""reverseRelated"": [""Chrome Replicator"", ""Retrofitter Foundry""]}"
Construct,TC18,21,6,12,,Trample,Token Artifact Creature — Construct,token,54be7825-533b-5e0d-a34b-fd0409cbd2e0,,"{""reverseRelated"": [""Ancient Stone Idol"", ""Stone Idol Trap""]}"
Bird,TC19,1,3,4,,Flying,Token Creature — Bird,token,c0f3ac29-e0e0-5963-9b5b-dffdbc1dac8b,,"{""reverseRelated"": [""Wingmate Roc""]}"
Bird,TC19,2,3,3,,Flying,Token Creature — Bird,token,2ef7b66d-10a5-5647-9418-ac8af547fcdb,,"{""reverseRelated"": [""Roc Egg""]}"
Assassin,TC19,9,1,1,,"Whenever this creature deals combat damage to a player, that player loses the game.",Token Creature — Assassin,token,b1b1900e-9683-559a-9804-f32f012ee4f6,,"{""reverseRelated"": [""Vraska the Unseen""]}"
Centaur,TC19,15,3,3,,,Token Creature — Centaur,token,2211e323-e37a-54ee-b5f2-0a3060b3bb48,,"{""reverseRelated"": [""Alive // Well"", ""Call of the Conclave"", ""Centaur Glade"", ""Centaur's Herald"", ""Coursers' Accord"", ""Rampage of the Clans"", ""Trostani's Summoner"", ""Vitu-Ghazi Guildmage""]}"
Rhino,TC19,18,4,4,,Trample,Token Creature — Rhino,token,3526ad7b-6db8-5839-963c-a95d3118cb8f,,"{""reverseRelated"": [""Crashing Footfalls"", ""Ghired, Conclave Exile"", ""Horncaller's Chant"", ""Trostani's Summoner""]}"
Wurm,TC19,21,6,6,,,Token Creature — Wurm,token,7f7ef390-9103-5a8b-a909-c3c2aaef29e9,,"{""reverseRelated"": [""Crush of Wurms"", ""Garruk, Primal Hunter"", ""Roar of the Wurm"", ""Wurmweaver Coil""]}"
Sculpture,TC19,24,*,*,,This creature's power and toughness are each equal to the number of Sculptures you control.,Token Artifact Creature — Sculpture,token,d0c7668e-594f-5e8e-8c57-1494ef9ed36a,,"{""reverseRelated"": [""Doomed Artisan""]}"
Bird Illusion,TC20,7,1,1,,Flying,Token Creature — Bird Illusion,token,2464364c-ed00-552d-b6c2-96f937596a19,,"{""reverseRelated"": [""Murmuring Mystic""]}"
Elemental,TC20,10,3,1,,,Token Creature — Elemental,token,99a2d3f7-bda1-5a31-8a8f-c11d0c7a2437,,"{""reverseRelated"": [""Chandra, Flamecaller"", ""Feral Lightning"", ""Lightning Coils"", ""Rakka Mar"", ""Research // Development""]}"
Hydra,TC20,12,0,0,,,Token Creature — Hydra,token,a1f81703-3453-5952-9e4b-2a4de6666e12,,"{""reverseRelated"": [""Zaxara, the Exemplary""]}"
Insect,TC20,13,1,1,,"Flying, deathtouch",Token Creature — Insect,token,c46b8cac-ea70-5acb-a10f-7e424ef0b3a5,,"{""reverseRelated"": [""Hornet Nest"", ""Hornet Queen""]}"
Dinosaur Cat,TC20,16,2,2,,,Token Creature — Dinosaur Cat,token,4d46f6ae-835f-53f1-aba3-efea57529087,,"{""reverseRelated"": [""Gavi, Nest Warden""]}"
Goblin Warrior,TC20,17,1,1,,,Token Creature — Goblin Warrior,token,a8ca3d69-47b9-5c17-92bd-52dd3199cb3b,,"{""reverseRelated"": [""Wort, the Raidmother""]}"
Insect,TC20,18,1,1,,"Flying, haste",Token Creature — Insect,token,4667d9dc-90d5-5b6c-b112-fbd4d7511b96,,"{""reverseRelated"": [""The Locust God""]}"
Ability Punchcard,TC20,20,,,,,Card,token,d82c7a79-a684-5a6c-b35f-ecb3831247d5,,
Horror,TC21,8,4,4,,,Token Creature — Horror,token,2d4dfbfb-f502-5872-81e2-53963ffbb9e6,,"{""reverseRelated"": [""Hunted Lammasu""]}"
Boar,TC21,12,2,2,,,Token Creature — Boar,token,07d20593-664c-53a3-842a-1e80dd09ff45,,"{""reverseRelated"": [""Carefree Swinemaster"", ""Contraband Livestock"", ""Curse of the Swine"", ""Stampede Surfer""]}"
Fungus Beast,TC21,15,4,4,,Trample,Token Creature — Fungus Beast,token,af96c1e5-1be2-5f93-9299-9bcc20b89826,,"{""reverseRelated"": [""Trudge Garden""]}"
Hydra,TC21,16,*,*,,,Token Creature — Hydra,token,11645c43-6413-5f87-a7f8-2c46161d09c3,,"{""reverseRelated"": [""Hydra Broodmaster""]}"
Construct,TC21,22,*,*,,,Token Artifact Creature — Construct,token,bd747c18-1a47-5677-871c-9daae2341cca,,"{""reverseRelated"": [""Gemini Engine"", ""Metallurgic Summonings"", ""Oviya Pashiri, Sage Lifecrafter"", ""Rapid Prototyper""]}"
Golem,TC21,25,3,3,,Flying,Token Artifact Creature — Golem,token,9ab23f2e-bb74-5f2a-96d6-5fb7ce986151,,"{""reverseRelated"": [""Triplicate Titan""]}"
Golem,TC21,26,3,3,,Trample,Token Artifact Creature — Golem,token,cde7b674-3d01-5d81-b2b6-3e64fa42a66c,,"{""reverseRelated"": [""Triplicate Titan""]}"
Golem,TC21,27,3,3,,Vigilance,Token Artifact Creature — Golem,token,5fce24a2-3695-5bd7-b8a7-2c9fd21162d0,,"{""reverseRelated"": [""Triplicate Titan""]}"
Knight,TCLB,2,2,2,,,Token Creature — Knight,token,3f618808-a33a-5ed8-8f01-6d2edd98f875,,"{""reverseRelated"": [""Recruitment Drive"", ""The Council of Four"", ""Waylay""]}"
Rabbit,TCLB,4,1,1,,,Token Creature — Rabbit,token,757d445d-7e7c-5c31-a4c2-7993764da291,,"{""reverseRelated"": [""Cadira, Caller of the Small"", ""Steady Tortoise // Harried Dash""]}"
Demon,TCLB,7,3,3,,,Token Creature — Demon,token,2cdb5ae3-cf29-521f-b22a-e31e1daf73fe,,"{""reverseRelated"": [""Tasha, the Witch Queen""]}"
Skeleton,TCLB,8,4,1,,Menace (This creature can't be blocked except by two or more creatures.),Token Creature — Skeleton,token,3e6b7f39-90ba-5ebb-9727-ab997d006897,,"{""reverseRelated"": [""Altar of Bhaal // Bone Offering"", ""Gut, True Soul Zealot"", ""Undercity // The Initiative""]}"
Ox,TCLB,13,4,4,,,Token Creature — Ox,token,6eff2377-e886-54a6-bcaa-b9757116853c,,"{""reverseRelated"": [""Contraband Livestock""]}"
Volo's Journal,TCLB,18,,,,"Hexproof\nWhenever you cast a creature spell, note one of its creature types that hasn't been noted for this artifact.",Token Legendary Artifact,token,356c13a7-56ea-54b1-a904-6946c10ebd75,,"{""reverseRelated"": [""Volo, Itinerant Scholar""]}"
Eldrazi Horror,TCLB,21,3,2,,,Token Creature — Eldrazi Horror,token,09c25ab4-3ed8-587d-918c-a7b71f984620,,"{""reverseRelated"": [""Desperate Sentry"", ""Emrakul's Evangel"", ""Enlightened Maniac"", ""Extricator of Sin // Extricator of Flesh"", ""Foul Emissary"", ""Hanweir, the Writhing Township"", ""Otherworldly Outburst"", ""Shrill Howler // Howling Chorus"", ""Wharf Infiltrator""]}"
Shapeshifter,TCLB,23,2,2,,Changeling,Token Creature — Shapeshifter,token,cadb4b9f-11fb-52c1-a2f4-7c74aa810aff,,"{""reverseRelated"": [""Birthing Boughs"", ""Irregular Cohort""]}"
Shapeshifter,TCLB,24,3,2,,Changeling (This token is every creature type.),Token Creature — Shapeshifter,token,c799cc36-8f2b-5f7e-b81b-9a7c853afae9,,"{""reverseRelated"": [""Black Market Connections""]}"
Angel Warrior,TCLB,25,4,4,,"Flying, vigilance",Token Creature — Angel Warrior,token,b859c19a-c41b-52dc-b630-c3a35fda1743,,"{""reverseRelated"": [""Firja's Retribution"", ""Great Hall of Starnheim"", ""Starnheim Unleashed"", ""Valkyrie's Sword""]}"
Kor Warrior,TCLB,27,1,1,,,Token Creature — Kor Warrior,token,d597aedf-6bd9-5d51-a9f0-d59010988656,,"{""reverseRelated"": [""Nahiri, Heir of the Ancients"", ""Squad Commander""]}"
Shapeshifter,TCLB,28,2,2,,Changeling (This token is every creature type.),Token Creature — Shapeshifter,token,5590d878-c28a-5c12-b61d-065c7c8e7a32,,"{""reverseRelated"": [""Littjara"", ""Maskwood Nexus"", ""The Bears of Littjara""]}"
Wizard,TCLB,30,1,1,,"{1}, Sacrifice this creature: Counter target noncreature spell unless its controller pays {1}.",Token Creature — Wizard,token,c510f2dd-8d22-5882-b4df-6ccb807b39d6,,"{""reverseRelated"": [""Mage's Attendant""]}"
Horror,TCLB,31,1,1,,,Token Creature — Horror,token,4960f41c-d50d-552c-a20e-79e7fe7e0566,,"{""reverseRelated"": [""Zellix, Sanity Flayer""]}"
Warrior,TCLB,32,2,1,,,Token Creature — Warrior,token,1c17a5be-dc89-57f7-901b-7fd2520b4de5,,"{""reverseRelated"": [""Mardu Strike Leader""]}"
Pirate,TCLB,37,1,1,,This creature can't block.\nCreatures you control attack each combat if able.,Token Creature — Pirate,token,855bb2c7-8aa9-56b2-b9fc-a04788cc1c9f,,"{""reverseRelated"": [""Pursued Whale""]}"
Centaur,TCLB,39,3,3,,Protection from black,Token Creature — Centaur,token,1ab1d189-ff59-5430-a10d-6221a4842c9d,,"{""reverseRelated"": [""Hunted Horror""]}"
Phyrexian Beast,TCLB,41,4,4,,,Token Creature — Phyrexian Beast,token,08b5de20-9d0a-5f95-9294-40bc92f051f9,,"{""reverseRelated"": [""Ezuri's Predation""]}"
Satyr,TCLB,46,2,2,,Haste,Token Creature — Satyr,token,fa454d81-8f62-5119-8cf8-01ff30476681,,
Triskelavite,TCM2,14,1,1,,Flying,Token Artifact Creature — Triskelavite,token,ff31096d-c2c9-5752-8dff-5720eb9d3ee4,,"{""reverseRelated"": [""Triskelavus""]}"
Kithkin Soldier,TCMA,1,1,1,,,Token Creature — Kithkin Soldier,token,1ae0a5ae-38f8-5db2-a334-891795ae0b3b,,"{""reverseRelated"": [""Cenn's Enlistment"", ""Cloudgoat Ranger"", ""Guardian of Cloverdell"", ""Gwyllion Hedge-Mage"", ""Kinsbaile Borderguard"", ""Militia's Pride"", ""Patrol Signaler"", ""Repel Intruders""]}"
Drake,TCMA,18,2,2,,Flying,Token Creature — Drake,token,58f2eebc-f98a-53d4-9a3c-6458e840cc5e,,"{""reverseRelated"": [""Leafdrake Roost""]}"
Assassin,TCMM,14,1,1,,"Deathtouch, haste",Token Creature — Assassin,token,0fa7ebcf-46e9-5f3c-b8a0-06203060b81e,,"{""reverseRelated"": [""Paliano"", ""Queen Marchesa""]}"
Phyrexian Germ,TCMM,16,0,0,,,Token Creature — Phyrexian Germ,token,65313366-37ce-5d33-a1f4-a4e4d0de2f52,,"{""reverseRelated"": [""Batterbone"", ""Batterskull"", ""Bitterthorn, Nissa's Animus"", ""Bonehoard"", ""Flayer Husk"", ""Germ"", ""Grip of Phyresis"", ""Kaldra Compleat"", ""Lashwrithe"", ""Mortarpod"", ""Necropouncer"", ""Nettlecyst"", ""Scytheclaw"", ""Sickleslicer"", ""Skinwing"", ""Strandwalker"", ""Tangleweave Armor""]}"
Thrull,TCMM,18,1,1,,,Token Creature — Thrull,token,d6c4e71a-968f-5b56-8ca9-d1c03571e79b,,"{""reverseRelated"": [""Endrek Sahr, Master Breeder"", ""Sarpadian Empires, Vol. VII""]}"
Dwarf Berserker,TCMM,23,2,1,,,Token Creature — Dwarf Berserker,token,58592a45-5fc9-5e4a-8134-4c88f4bf270a,,"{""reverseRelated"": [""Dwarven Hammer"", ""Dwarven Reinforcements"", ""Fearless Liberator"", ""Reckless Crew"", ""Warchanter Skald""]}"
